,NAME_x,ADDRESS,City,State Code,Zip Code,County,Rural Versus Urban,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Hospital Number of Beds For Adults &amp; Peds,Hospital Total Bed Days Available For Adults &amp; Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,NAME_y,LATITUDE,LONGITUDE,Absolute Net Income,Sign Net Income
2620,ST. PATRICK HOSPITAL,524 DR. MICHAEL DEBAKEY DRIVE,LAKE CHARLES,LA,70601,CALCASIEU PARISH,R,613.24,"24,066",100,"36,600","5,678","36,098",148,"54,168","7,102",19894.0,83.0,30378.0,5678.0,2374978.0,6732706.0,5258913.0,5429519.0,42936236.0,112555255.0,5388897.0,149725230.0,438439802.0,385567737.0,824007539.0,16523751.0,0,42936236.0,2819010.0,0,77355.0,77798821.0,0,-441001.0,26535414.0,-7734705.0,4317818.0,885677.0,131889.0,101991830.0,0.0,17928796.0,5575793.0,23504589.0,174270739.0,-19337855.0,4056508.0,0,0,48200881.0,135459.0,33054993.0,0,0,0,1936565.0,1936565.0,34991558.0,139279181.0,139279181.0,174270739.0,7876094.0,359813.0,438089043.0,385918498.0,824007541.0,153629840.0,155491491.0,-1861651.0,6286978.0,4425327.0,5568.0,4419759.0,0.18,9764673.0,102385470.0,CHRISTUS OCHSNER ST PATRICK HOSPITAL,30.21594424,-93.22791662,4419759.0,+
2622,COOLEY DICKINSON HOSPITAL,30 LOCUST STREET,NORTHAMPTON,MA,01060,HAMPSHIRE,R,944.85,"24,667",118,"43,070","5,931","31,293",140,"51,100","6,634",21453.0,107.0,39055.0,5931.0,477437.0,5229654.0,2441726.0,7387733.0,75345414.0,114688901.0,13742927.0,173013886.0,161363752.0,353041554.0,514405306.0,16797848.0,0,75345414.0,517120.0,0,0,742493.0,0,0,20727112.0,0,1679466.0,1638053.0,0,25178725.0,0.0,8451877.0,4916026.0,13367903.0,127898233.0,5307870.0,9575319.0,0,4657232.0,2284.0,6812903.0,26355608.0,0,38595357.0,0,15841999.0,54437356.0,80792964.0,47105269.0,47105269.0,127898233.0,5521976.0,0,161106802.0,359488498.0,520595300.0,199765464.0,190034315.0,9731149.0,18514427.0,28245576.0,0,28245576.0,0.34,18398643.0,63836339.0,COOLEY DICKINSON HOSPITAL,42.3302,-72.6532,28245576.0,+
2623,STEWARD NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,NORFOLK,U,845.38,"32,889",149,"54,385","8,132","54,816",210,"76,650","9,922",28575.0,139.0,50735.0,8132.0,650907.0,5249584.0,3134004.0,6436830.0,79004649.0,109162894.0,4810074.0,178338644.0,176542055.0,222480504.0,399022559.0,18629004.0,0,78224838.0,362802.0,97078.0,0,385.0,0,0,19680975.0,0,2948884.0,374444.0,0,23714520.0,0.0,18357394.0,782433.0,19139827.0,53453553.0,-188859893.0,11740112.0,0,-4303.0,0,3408883.0,-173715201.0,0,0,0,142115540.0,142115540.0,-31599661.0,85053214.0,85053214.0,53453553.0,9492303.0,0,183747316.0,222502372.0,406249688.0,205421912.0,188167543.0,17254369.0,11915476.0,29169845.0,0,29169845.0,0.45,20879866.0,53258432.0,TUFTS MEDICAL CENTER,42.3499,-71.064,29169845.0,+
2627,RANGE REGIONAL HEALTH SERVICES,750 EAST 34TH STREET,HIBBING,MN,55746-,ST. LOUIS,U,797.54,"13,945",73,"26,645","2,443","31,357",73,"26,645","2,443",12603.0,69.0,25185.0,2443.0,791755.0,1680528.0,1679413.0,3992909.0,63953891.0,58667704.0,3601375.0,88723387.0,80593805.0,179105644.0,259699449.0,12733909.0,0,63953891.0,523425.0,0,0,17861005.0,0,0,16757486.0,-2866274.0,1487968.0,626726.0,0,35296891.0,0.0,28970382.0,378415.0,29348797.0,87393873.0,19111620.0,5870024.0,200442.0,0,0,2660148.0,27842234.0,0,0,0,15988657.0,15988657.0,43830891.0,43562982.0,43562982.0,87393873.0,1405557.0,0,86296968.0,212971411.0,299268379.0,120875432.0,122369380.0,-1493948.0,8928745.0,7434797.0,0,7434797.0,0.34,19716767.0,64484040.0,UNIVERSITY MEDICAL CTR MESABI,47.40883706,-92.92989836,7434797.0,+
2628,ST. LUKES HOSPITAL OF DULUTH,915 EAST FIRST STREET,DULUTH,MN,55805-,ST. LOUIS,R,"2,379.34","54,998",238,"86,870","10,819","82,400",267,"97,455","11,194",39431.0,176.0,64240.0,10819.0,1355708.0,6290009.0,4397228.0,9833871.0,243148648.0,273773676.0,6600828.0,334666741.0,457874581.0,577224552.0,1035099133.0,34724918.0,0,243148648.0,944282.0,16589.0,0,93078845.0,0,0,264625552.0,-207557127.0,11689105.0,6155201.0,0,167991576.0,0.0,43277607.0,28527816.0,71805423.0,355420487.0,29806134.0,21543714.0,0,4458869.0,0,1731353.0,57540070.0,139223948.0,0,0,10795323.0,150019271.0,207559341.0,147861146.0,147861146.0,355420487.0,10987545.0,1028604.0,461883019.0,571296400.0,1033179419.0,492061262.0,516922324.0,-24861062.0,30550165.0,5689103.0,0,5689103.0,0.32,34558545.0,123701940.0,ST. LUKE'S HOSPITAL,46.79710125,-92.08739077,5689103.0,+
2632,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,HENNEPIN,U,"5,579.76","166,470",608,"221,920","34,207","192,644",703,"256,595","34,918",139903.0,545.0,198925.0,34207.0,7674494.0,21749652.0,15093118.0,22124627.0,579069446.0,862922008.0,7938370.0,886056349.0,2178743369.0,1119647691.0,3298391060.0,90869691.0,0,534072415.0,5370194.0,258131.0,555116.0,1600167.0,0,0,487573239.0,-332675484.0,29976386.0,1362000.0,0,196435127.0,0.0,30508713.0,126540363.0,157049076.0,754499553.0,8506648.0,40048129.0,1983963.0,5447584.0,0,-495549620.0,-439563296.0,0,0,0,112780833.0,112780833.0,-326782463.0,1081282016.0,1081282016.0,754499553.0,71008570.0,4900531.0,2179200416.0,1379726362.0,3558926778.0,1262603036.0,1441991454.0,-179388418.0,229952218.0,50563800.0,0,50563800.0,0.27,20419284.0,96455651.0,ABBOTT NORTHWESTERN HOSPITAL,44.95411431,-93.26135701,50563800.0,+
2636,CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE,FAYETTEVILLE,NC,28302,CUMBERLAND,R,"4,150.39","184,305",575,"208,415","35,994","208,823",647,"234,695","37,124",151355.0,483.0,174835.0,35994.0,13383758.0,154035979.0,50980182.0,61358945.0,302287217.0,267884483.0,27085238.0,529304182.0,1310730455.0,1072372042.0,2383102497.0,58374596.0,116503.0,302161652.0,17904183.0,87176.0,1290968.0,48058121.0,4908012.0,0,235959351.0,-138794438.0,11211293.0,4695020.0,34334065.0,272574647.0,0.0,261571958.0,193263454.0,454835412.0,1063041461.0,32671320.0,37051679.0,0,0,0,78787425.0,148510424.0,0,218605338.0,0,135345439.0,353950777.0,502461201.0,560580260.0,560580260.0,1063041461.0,22439955.0,7354462.0,1405785999.0,1313494002.0,2719280001.0,756358843.0,797536871.0,-41178028.0,74213622.0,33035594.0,0,33035594.0,0.22,62571372.0,542388943.0,CAPE FEAR VALLEY MEDICAL CENTER,35.03183873,-78.93305368,33035594.0,+
2638,THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON ROAD,THOMASVILLE,NC,27360,DAVIDSON,U,449.87,"14,074",74,"27,010","3,697","26,074",119,"43,435","4,345",10045.0,61.0,22265.0,3697.0,6087690.0,12760133.0,9076158.0,9076158.0,32853995.0,48752718.0,3973954.0,77348174.0,130869934.0,207281907.0,338151841.0,8076185.0,0,32974531.0,695901.0,0,0,-1760.0,0,0,37639206.0,-26414027.0,3595421.0,82499.0,0,16656487.0,0.0,0,1239533.0,1239533.0,41098517.0,928530.0,2533759.0,0,0,0,-776983.0,-157073232.0,0,0,0,0,0,-157073232.0,198171749.0,198171749.0,41098517.0,7183184.0,0,130990027.0,207878412.0,338868439.0,101908417.0,92034719.0,9873698.0,1352350.0,11226048.0,0,11226048.0,0.23,7087513.0,51672235.0,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,35.87988512,-80.11147956,11226048.0,+
2640,BRUNSWICK COMMUNITY HOSPITAL,240 HOSPITAL DRIVE NE,BOLIVIA,NC,28422,BRUNSWICK,R,444.40,"15,041",58,"21,170","4,161","15,057",58,"21,170","4,161",10235.0,39.0,14235.0,4161.0,6026740.0,8091521.0,7664532.0,7664532.0,30904954.0,57323086.0,7160254.0,79354610.0,141631701.0,285540075.0,427171776.0,7972822.0,0,31164904.0,458304.0,1864.0,0,223432.0,0,0,35420531.0,-20756186.0,2868049.0,51117.0,882000.0,18710790.0,0.0,0,5140165.0,5140165.0,106291372.0,1134701.0,2675288.0,0,0,0,3585420.0,138993409.0,0,0,0,5854485.0,5854485.0,144847894.0,-38556522.0,-38556522.0,106291372.0,0,0,143535549.0,290230689.0,433766238.0,104004106.0,99258611.0,4745495.0,636106.0,5381601.0,0,5381601.0,0.19,6537365.0,55744216.0,BRUNSWICK COMMUNITY HOSPITAL,34.00895807,-78.29090656,5381601.0,+
2641,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,RAEFORD,NC,28376,HOKE,U,293.01,"4,094",41,"14,965","1,491","4,094",41,"14,965","1,491",3887.0,37.0,13505.0,1491.0,538755.0,6933600.0,2612314.0,4857612.0,17481265.0,23630105.0,6568543.0,38321763.0,28211174.0,138800146.0,167011320.0,1946401.0,0,17481265.0,929115.0,0,0,5429720.0,0,0,16975301.0,-12231450.0,412141.0,0,6695339.0,17281051.0,0.0,0,-9949.0,-9949.0,103900358.0,702204.0,680156.0,0,0,0,24297595.0,25679955.0,0,87856448.0,0,0,87856448.0,113536403.0,-9636045.0,-9636045.0,103900358.0,647236.0,0,30399741.0,144605794.0,175005535.0,40193435.0,41137557.0,-944122.0,2556227.0,1612105.0,0,1612105.0,0.23,3304053.0,29567002.0,CAPE FEAR VALLEY HOKE HOSPITAL,35.02973391,-79.10759204,1612105.0,+
2643,CEDAR RIDGE HOSPITAL,6501 NE 50TH STREET,OKLAHOMA CITY,OK,73141-9118,OKLAHOMA,U,183.00,"24,719",116,"42,340","3,844","24,719",116,"42,340","3,844",24719.0,116.0,42340.0,3844.0,0,0,0,0,9391177.0,9205319.0,629022.0,15726027.0,37070700.0,1153300.0,38224000.0,0,0,0,0,0,0,-72987.0,0,0,2117568.0,0,34378.0,2069704.0,0,4148663.0,0.0,0,215.0,215.0,8154502.0,226792.0,302761.0,0,0,0,0,-27756891.0,0,0,0,0,0,-27756891.0,35911393.0,35911393.0,8154502.0,0,0,37070700.0,1153300.0,38224000.0,20894687.0,17919933.0,2974754.0,10773.0,2985527.0,0,2985527.0,,0,0,CEDAR RIDGE,35.52293278,-97.41193749,2985527.0,+
2644,ST. JOSEPH MEDICAL CENTER,2500 BERNVILLE RD,READING,PA,19603-0316,BERKS,R,"1,179.03","31,228",180,"65,880","6,420","31,545",180,"65,880","6,420",24193.0,144.0,52704.0,6420.0,3335306.0,12745153.0,7031251.0,16748578.0,81224388.0,153615455.0,13233542.0,210173048.0,340304484.0,601159398.0,941463882.0,20154223.0,0,81224388.0,2514923.0,0,298197.0,5558647.0,0,0,95975264.0,-91474187.0,5832319.0,1442590.0,4217543.0,23853788.0,0.0,2361654.0,11449505.0,13811159.0,128180380.0,6154575.0,9064235.0,0,0,0,11061576.0,35101881.0,0,6949100.0,0,112140325.0,119089425.0,154191306.0,-26010926.0,-26010926.0,128180380.0,15217335.0,1409961.0,356429709.0,599590528.0,956020237.0,216809225.0,234839843.0,-18030618.0,17741968.0,-288650.0,0,-288650.0,0.22,19611872.0,145340891.0,ST JOSEPH MEDICAL CENTER-MAIN,40.37514586,-75.97818271,288650.0,-
2647,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,LEXINGTON,U,"5,398.00","131,377",481,"175,565","24,484","131,377",481,"175,565","24,484",113283.0,440.0,160600.0,24484.0,12539953.0,145087267.0,42958760.0,43824957.0,475359860.0,623643049.0,60619085.0,525971870.0,1546642274.0,1269354250.0,2815996524.0,83388409.0,0,475359860.0,72576.0,0,0,236161385.0,95632497.0,0,492718899.0,-366034940.0,21566083.0,13516289.0,0,500049791.0,0.0,421648545.0,103282132.0,524930677.0,1757483008.0,43821838.0,0,62266367.0,0,5029058.0,15173265.0,125213290.0,0,0,0,1291547831.0,1291547831.0,1416761121.0,340721887.0,340721887.0,1757483008.0,0,0,1739179190.0,2308917624.0,4048096814.0,1101570316.0,1086512112.0,15058204.0,41578355.0,56636559.0,15154417.0,41482142.0,0.19,36098971.0,254869993.0,LEXINGTON MEDICAL CENTER,34.0059619,-81.11419899,41482142.0,+
2649,ROANE COUNTY MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,37748-8333,ROANE,U,218.00,"8,835",52,"19,032","2,635","8,835",52,"19,032","2,635",7098.0,46.0,16836.0,2635.0,2176941.0,3961550.0,3498215.0,3670795.0,13576943.0,21753434.0,2896881.0,30984378.0,41754693.0,71116054.0,112870747.0,2945461.0,0,11206983.0,1122219.0,7940.0,0,15043.0,0,0,2947989.0,0,368396.0,408557.0,0,25704693.0,0.0,0,273754.0,273754.0,75041067.0,1450932.0,1198997.0,305384.0,81507.0,18073.0,22457270.0,25512163.0,0,0,0,154787.0,154787.0,25666950.0,49374117.0,49374117.0,75041067.0,0,0,43315893.0,70434552.0,113750445.0,33052849.0,35330377.0,-2277528.0,1327853.0,-949675.0,0,-949675.0,0.27,3598709.0,14598356.0,ROANE MEDICAL CENTER,35.88860486,-84.55600706,949675.0,-
2652,SAN ANTONIO BEHAVIORAL HEALTHCARE,8550 HUEBNER ROAD,SAN ANTONIO,TX,78240,BEXAR,U,302.21,"44,072",198,"72,270","6,745","44,072",198,"72,270","6,745",44072.0,198.0,72270.0,6745.0,0,0,0,0,15164665.0,14563934.0,71388.0,25430396.0,97116924.0,8363075.0,105479999.0,0,0,0,0,0,0,121479.0,0,0,3087722.0,0,70866.0,61439.0,0,7402956.0,0.0,0,135741.0,135741.0,8274091.0,1251039.0,0,0,0,0,13280985.0,14532024.0,0,0,0,301712.0,301712.0,14833736.0,-6559645.0,-6559645.0,8274091.0,0,0,97116925.0,8363075.0,105480000.0,29684522.0,29728599.0,-44077.0,141423.0,97346.0,0,97346.0,,0,0,"SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",29.51629527,-98.60500128,97346.0,+
2654,MERCY HEALTH SYSTEM CORPORATION,1000 MINERAL POINT AVE,JANESVILLE,WI,53547-5003,ROCK,U,"1,970.68","27,848",196,"71,736","6,307","32,909",237,"86,742","6,307",23544.0,181.0,66246.0,6307.0,875591.0,15533596.0,5060196.0,5060196.0,250848217.0,237694037.0,13430250.0,266629003.0,346656413.0,736636337.0,1083292750.0,31564706.0,0,247638370.0,2127024.0,92944.0,332029.0,173795577.0,61585192.0,0,215293419.0,-142450926.0,13626969.0,8854314.0,8480.0,368400155.0,0.0,0,26844545.0,26844545.0,658934263.0,22469376.0,35374401.0,0,16595.0,0,30674801.0,88535173.0,0,0,0,259802469.0,259802469.0,348337642.0,310596621.0,310596621.0,658934263.0,9348973.0,904358.0,385709533.0,1140650068.0,1526359601.0,565827613.0,548660214.0,17167399.0,30089270.0,47256669.0,0,47256669.0,0.25,15824013.0,74284000.0,MERCY HEALTH SYSTEM CORP,42.68784591,-89.03319042,47256669.0,+
2662,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,U,"1,169.62","70,130",425,"155,125","14,868","123,617",595,"217,175","19,875",45011.0,340.0,124100.0,14868.0,12948071.0,15777825.0,16280581.0,16280581.0,107841095.0,236073030.0,21135265.0,323727139.0,1965161804.0,1337720098.0,3302881902.0,17275743.0,0,107841095.0,3968795.0,0,0,450.0,0,0,149431357.0,-101471134.0,9175775.0,1236586.0,0,65368476.0,0.0,5729.0,23809560.0,23815289.0,329884188.0,12696704.0,3428813.0,4173028.0,3760223.0,0,4125591.0,28184359.0,2947292.0,0,0,489277.0,3436569.0,31620928.0,298263260.0,298263260.0,329884188.0,23921688.0,0,1967141621.0,1337262138.0,3304403759.0,326957880.0,343911525.0,-16953645.0,2175054.0,-14778591.0,0,-14778591.0,0.1,20289934.0,267024790.0,SELECT SPECIALTY HOSPITAL-BIRMINGHAM,33.46373094,-86.77625339,14778591.0,-
2663,BROOKWOOD BAPTIST MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,U,"1,169.62","70,130",425,"155,125","14,868","123,617",595,"217,175","19,875",45011.0,340.0,124100.0,14868.0,12948071.0,15777825.0,16280581.0,16280581.0,107841095.0,236073030.0,21135265.0,323727139.0,1965161804.0,1337720098.0,3302881902.0,17275743.0,0,107841095.0,3968795.0,0,0,450.0,0,0,149431357.0,-101471134.0,9175775.0,1236586.0,0,65368476.0,0.0,5729.0,23809560.0,23815289.0,329884188.0,12696704.0,3428813.0,4173028.0,3760223.0,0,4125591.0,28184359.0,2947292.0,0,0,489277.0,3436569.0,31620928.0,298263260.0,298263260.0,329884188.0,23921688.0,0,1967141621.0,1337262138.0,3304403759.0,326957880.0,343911525.0,-16953645.0,2175054.0,-14778591.0,0,-14778591.0,0.1,20289934.0,267024790.0,BROOKWOOD BAPTIST MEDICAL CENTER,33.4642365,-86.7764088,14778591.0,-
2665,BRIDGEPORT HOSPITAL,267 GRANT STREET,BRIDGEPORT,CT,06610,FAIRFIELD,U,"2,401.19","94,592",348,"127,020","19,997","107,729",387,"141,255","21,172",81756.0,313.0,114245.0,19997.0,7811205.0,14532083.0,13713857.0,45431287.0,189986560.0,395432374.0,29391379.0,473650606.0,943078598.0,1036817197.0,1979895795.0,44497829.0,0,189986560.0,6114402.0,142482.0,1349643.0,41412288.0,58312551.0,0,96469973.0,-23377210.0,7068901.0,2143675.0,663715.0,199774600.0,0.0,135764051.0,94446007.0,230210058.0,752901275.0,35465115.0,25514823.0,0,4916864.0,0,34244863.0,112458313.0,0,63184782.0,0,245148369.0,308333151.0,420791464.0,117329105.0,332109811.0,752901275.0,38287099.0,9306311.0,964957930.0,1140330475.0,2105288405.0,569298868.0,585418934.0,-16120066.0,56113357.0,39993291.0,0,39993291.0,0.24,107805191.0,583215402.0,BRIDGEPORT HOSPITAL,41.18937738,-73.16659472,39993291.0,+
2671,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756-3804,PINELLAS,U,"2,761.46","128,952",558,"203,816","26,708","169,556",678,"247,616","26,708",107802.0,484.0,176806.0,26708.0,34373292.0,31839404.0,44366059.0,69811327.0,182366048.0,441620261.0,23493092.0,527341773.0,1615533992.0,1201565296.0,2817099288.0,37418767.0,0,182366048.0,2893520.0,0,10563.0,376436.0,0,0,234553208.0,-173495314.0,14469652.0,3453562.0,0,863119736.0,0.0,5610728.0,5160093.0,10770821.0,1212401422.0,11859181.0,12377286.0,0,921491.0,0,0,25157958.0,0,0,0,5014396.0,5014396.0,30172354.0,1182229068.0,1182229068.0,1212401422.0,51562213.0,1378429.0,1643747376.0,1292047456.0,2935794832.0,686683114.0,623986309.0,62696805.0,8772181.0,71468986.0,0,71468986.0,0.19,24217804.0,273195749.0,MORTON PLANT HOSPITAL,27.95281675,-82.80369684,71468986.0,+
2672,MEMORIAL SATILLA HEALTH,1900 TEBEAU STREET,WAYCROSS,GA,31501,WARE,R,447.92,"24,097",113,"41,245","6,696","29,575",138,"50,370","7,187",21316.0,85.0,31025.0,6696.0,8503174.0,10235677.0,10464859.0,10465964.0,28251848.0,87815712.0,7496518.0,95637574.0,319811196.0,371004006.0,690815202.0,8373721.0,0,28251848.0,3187449.0,0,90533.0,172.0,0,0,34798325.0,-21212151.0,2607836.0,156488.0,0,13463583.0,0.0,82853.0,4086753.0,4169606.0,52875412.0,4330213.0,2500080.0,1160020.0,206230.0,0,294903.0,8491446.0,0,-51114.0,53156767.0,930839.0,54036492.0,62527938.0,-9652526.0,-9652526.0,52875412.0,7933864.0,251821.0,319809695.0,371005505.0,690815200.0,113627895.0,115484585.0,-1856690.0,840113.0,-1016577.0,-22.0,-1016555.0,0.14,38109969.0,122380161.0,MEMORIAL SATILLA HEALTH,31.22522139,-82.34827886,1016555.0,-
2674,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,R,299.89,"6,398",42,"15,330","1,780","6,398",42,"15,330","1,780",4923.0,37.0,13505.0,1780.0,724304.0,5030284.0,2314437.0,6571532.0,19113000.0,33304589.0,3193808.0,42272413.0,66514649.0,158022018.0,224536667.0,6066388.0,0,19164927.0,1353700.0,12781.0,0,699810.0,0,0,31682096.0,-22231573.0,835940.0,14538.0,219768.0,11220579.0,0.0,57402701.0,47077.0,57449778.0,91412595.0,1508621.0,34661.0,0,0,18750.0,4633494.0,6201469.0,0,0,0,68017.0,68017.0,6269486.0,83771131.0,85143109.0,91412595.0,0,0,67972728.0,171535128.0,239507856.0,65733347.0,52417589.0,13315758.0,4308853.0,17624611.0,-5497.0,17630108.0,0.19,4430550.0,46145831.0,SAINT JAMES HOSPITAL,40.87099748,-88.67951509,17630108.0,+
2677,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MT VERNON,IL,62864,JEFFERSON,R,182.41,"3,437",47,"17,155","1,177","15,883",47,"17,155","1,177",3096.0,40.0,14600.0,1177.0,401441.0,4415268.0,1071924.0,1071924.0,12354812.0,29308691.0,2273205.0,34456934.0,74204340.0,178968637.0,253172977.0,3171746.0,165422.0,12354812.0,0,0,0,-47555.0,0,0,4030075.0,-2912471.0,1745111.0,425921.0,78084.0,3319165.0,0.0,0,-21920835.0,-21920835.0,6066729.0,2212865.0,911892.0,0,796168.0,0,559468.0,-34910126.0,0,1324119.0,0,42500.0,1366619.0,-33543507.0,39610236.0,39610236.0,6066729.0,0,0,74204340.0,178968637.0,253172977.0,47552252.0,41663503.0,5888749.0,276746.0,6165495.0,0,6165495.0,0.14,436289.0,8497064.0,CROSSROADS COMMUNITY HOSPITAL,38.31164516,-88.93688084,6165495.0,+
2678,FRANCISCAN HEALTH MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,,R,801.85,"25,434",99,"36,135","6,279","28,762",113,"41,245","6,830",20995.0,83.0,30295.0,6279.0,6046669.0,10318137.0,13007025.0,13007025.0,67366560.0,138719288.0,16645498.0,188498323.0,288072038.0,531863875.0,819935913.0,17762275.0,0,67366560.0,457917.0,0,0,186686491.0,15366612.0,0,38075486.0,-7564981.0,4113329.0,0,7070175.0,243747112.0,0.0,0,11580116.0,11580116.0,563618478.0,20091666.0,5913105.0,0,0,0,2022619.0,29304167.0,0,0,0,3268145.0,3268145.0,32572312.0,531046166.0,531046166.0,563618478.0,0,0,279756448.0,548256623.0,828013071.0,241111173.0,206085848.0,35025325.0,18404.0,35043729.0,0,35043729.0,0.23,40209202.0,160014986.0,FRANCISCAN HEALTH MICHIGAN CITY,41.659675,-86.898189,35043729.0,+
2679,FAYETTE REGIONAL HEALTH SYSTEM,1941 VIRGINIA AVE,CONNERSVILLE,IN,47331,FAYETTE,R,369.18,"3,588",45,"12,960",997,"3,588",45,"12,960",997,3421.0,25.0,7200.0,997.0,0,145109.0,50788.0,1362617.0,14302291.0,20129128.0,1196361.0,20753937.0,11703245.0,47447262.0,59150507.0,1144270.0,0,14302291.0,0,104.0,0,496592.0,0,0,9769858.0,0,758274.0,996437.0,0,16084302.0,0.0,225187.0,0,236341.0,41325821.0,0,485890.0,645003.0,0,0,20197736.0,21328629.0,0,0,0,15222899.0,15222899.0,36551528.0,4774293.0,4774293.0,41325821.0,0,0,18450304.0,48860782.0,67311086.0,27720305.0,34431419.0,-6711114.0,1128780.0,-5582334.0,310.0,-5582644.0,0.35,930671.0,6391312.0,FAYETTE REGIONAL HEALTH SYSTEM,39.65623818,-85.132661,5582644.0,-
2689,ALLEN MEMORIAL HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,50703,BLACK HAWK,U,"1,269.70","36,448",187,"68,436","10,028","38,674",199,"72,816","10,215",30802.0,168.0,61501.0,10028.0,788526.0,4881523.0,3584689.0,3584689.0,90726078.0,141183506.0,6654211.0,188265588.0,255926271.0,492867011.0,748793282.0,16861699.0,0,97348120.0,786223.0,16222.0,0,18272275.0,2453640.0,0,107541483.0,-68326484.0,0,6370141.0,897270.0,105184923.0,0.0,148109769.0,1487557.0,149597326.0,384612585.0,10608097.0,8662480.0,0,941590.0,0,38145873.0,58358040.0,0,0,0,72122404.0,72122404.0,130480444.0,254132141.0,254132141.0,384612585.0,15889654.0,299226.0,258710685.0,540962232.0,799672917.0,274129243.0,231909584.0,42219659.0,44948676.0,87168335.0,36233303.0,50935032.0,0.25,0,0,ALLEN MEMORIAL HOSPITAL,42.52675482,-92.33893747,50935032.0,+
2694,OCHSNER MEDICAL CENTER -NORTHSHORE,100 MEDICAL CENTER DRIVE,SLIDELL,LA,70461,ST TAMMANY,U,528.87,"16,603",150,"54,900","3,777","17,900",150,"54,900","3,871",13308.0,130.0,47580.0,3777.0,764775.0,5274339.0,2231864.0,3427324.0,36218383.0,57423471.0,3909141.0,81729177.0,215742405.0,275735358.0,491477763.0,6988529.0,0,39917452.0,200664.0,33951.0,0,51260.0,0,0,12595262.0,0,2857945.0,189197.0,118850.0,18013119.0,0.0,0,18043.0,18043.0,25827431.0,4393270.0,0,0,0,813883.0,426784.0,-43082817.0,0,0,959808.0,57.0,959865.0,-42122952.0,67950383.0,67950383.0,25827431.0,0,0,217974556.0,295075062.0,513049618.0,91360045.0,93641854.0,-2281809.0,3081695.0,799886.0,0,799886.0,0.17,10835518.0,72321135.0,CALDWELL MEDICAL CENTER,37.11367431,-87.90960048,799886.0,+
