NAME,ADDRESS,LATITUDE,LONGITUDE
KINDRED HOSPITAL - DENVER SOUTH,"2525 S DOWNING RD, 3RD FLOOR",39.67032342,-104.9746647
KINDRED HOSPITAL AURORA,"700 POTOMAC ST, 2ND FLOOR",39.72813068,-104.8269738
FELICIANA-AMG SPECIALTY HOSPITAL,"9725 GRACE LANE, BLDG B",30.83733484,-91.00048639
MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,3012 SUMMIT ST,37.8193271,-122.2640875
UNITYPOINT HEALTH MERITER,202 S PARK ST,43.06521176,-89.40158431
BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,9601 BAPTIST HEALTH DRIVE,34.74389335,-92.38065104
ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",34.74323635,-92.29317669
CURAHEALTH STOUGHTON,"909 SUMNER STREET, 1ST FLOOR",42.1007058,-71.08164806
CAROLINAS CONTINUECARE HOSPITAL AT UNIVERSITY,"8800 NORTH TRYON ST, 4TH FLOOR",35.30675743,-80.74772609
ATRIUM HEALTH PINEVILLE,10628 PARK ROAD,35.09082721,-80.87122558
SELECT SPECIALTY HOSPITAL CENTRAL PENNSYLVANIA YORK,"1001 S GEORGE STREET, 5TH FLOOR",39.94652909,-76.71844629
SELECT SPECIALTY HOSPITAL DANVILLE,"100 ACADEMY AVENUE, MC42-10",40.96802733,-76.60408313
CURAHEALTH NASHVILLE,"1412 COUNTY HOSPITAL ROAD, B-1",36.17746807,-86.84612428
MEMORIAL HERMANN TOMBALL HOSPITAL,"24429 TOMBALL PARKWAY, SUITE 100",30.03713251,-95.60624525
TULSA-AMG SPECIALTY HOSPITAL,"2408 E. 81ST STREET, STE. 2800",36.04322533,-95.95319698
TEXAS NEUROREHAB CENTER,"1106 WEST DITTMAR ROAD, BUILDING 9",30.18930118,-97.80737637
PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH,"600 ELIZABETH STREET, THIRD FLOOR",27.77782005,-97.39474791
EL PASO LTAC HOSPITAL,"1221 NORTH COTTON, THIRD FLOOR",31.78368543,-106.4743254
TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH,"1301 PENNSYLVANIA AVENUE, 4TH FLOOR",32.73670911,-97.33988601
COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,32.87159196,-83.69471087
MCLAREN BAY SPECIAL CARE,"3250 E MIDLAND RD, SUITE 1",43.60047703,-83.92445664
DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,"4201 ST ANTOINE ST, 2C",42.35343586,-83.05449094
KINDRED HOSPITAL BAYTOWN,"1700 JAMES BOWIE DRIVE, 3RD FLOOR",29.7476678,-94.94611927
VIBRA HOSPITAL OF SOUTHEASTERN MICHIGAN-DMC CAMPUS,"261 MACK AVENUE, 7TH FLOOR",42.34945315,-83.05610261
VIBRA HOSPITAL OF SOUTHEASTERN MI - TAYLOR CAMPUS,10000 TELEGRAPH ROAD,42.23477629,-83.27709023
HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,"3300 HENRY AVENUE, UNIT 4",40.01182105,-75.1841682
"NOLAND HOSPITAL MONTGOMERY, LLC","1725 PINE STREET, 5TH FLOOR, NORTH WING",32.36696933,-86.28579005
SELECT SPECIALTY HOSPITAL - CLEVELAND GATEWAY,"2351 EAST 22ND STREET, 7TH FLOOR",41.49647872,-81.6728436
ACUITY SPECIALTY HOSPITAL OF NEW JERSEY,"1925 PACIFIC AVENUE, 5TH FLOOR",39.35811934,-74.43436986
SELECT SPECIALTY HOSPITAL - YOUNGSTOWN (BOARDMAN CAMPUS),8401 MARKET STREET,40.99431391,-80.65969528
SELECT SPECIALTY HOSPITAL - PHOENIX,"350 WEST THOMAS ROAD, 3RD FLOOR",33.48214432,-112.0799922
WELLSTONE REGIONAL HOSPITAL,2700 VISSING PARK RD,38.32690729,-85.70932523
KINDRED HOSPITAL SOUTH PHILADELPHIA,"1930 SOUTH BROAD STREET, UNIT 12",39.92597552,-75.17016216
GREENWOOD AMG SPECIALTY HOSPITAL,"1401 RIVER ROAD, SECOND FLOOR",33.51774975,-90.1994591
HOSPITAL FOR EXTENDED RECOVERY,"600 GRESHAM DRIVE, SUITE 700",36.86278106,-76.30414519
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",42.28319175,-83.7287078
SUTTER COAST HOSPITAL,"555 5TH STREET, SUITE 2",42.05787322,-124.2885003
TMC GEROPSYCHIATRIC CENTER AT HANDMAKER,"2221 NORTH ROSEMONT BOULEVARD, BLDG 3, SUITE 200",32.24878265,-110.884498
SELECT SPECIALTY HOSPITAL - PHOENIX DOWNTOWN,"1012 EAST WILLETTA, 4TH FLOOR",33.46391595,-112.0601758
HARTFORD HOSPITAL,80 SEYMOUR STREET,41.75412542,-72.67917789
ONECORE HEALTH,"1044 SW 44TH STREET, SUITE 350",35.42037463,-97.53425265
BHC FAIRFAX HOSPITAL NORTH,"916 PACIFIC AVE, FL 7",47.97570756,-122.2173795
ACUITY SPECIALTY HOSPITAL OHIO VALLEY WEIRTON,"601 COLLIERS WAY, 9TH FLOOR",40.39325519,-80.52789795
MILTON S HERSHEY MEDICAL CENTER,"500 UNIVERSITY DRIVE, PO BOX 850",40.263754,-76.674842
ST LUKE'S MAGIC VALLEY RMC,801 POLE LINE RD W,42.59031541,-114.4963336
VERMONT PSYCHIATRIC CARE HOSPITAL,"280 STATE DRIVE, NOB 2 NORTH",44.33191854,-72.7539322
ALBANY MEDICAL CENTER - SOUTH CLINICAL CAMPUS,"25 HACKETT BOULEVARD, MC 201",42.64581067,-73.78011464
UNIVERSITY OF ILLINOIS HOSPITAL AT CHICAGO,"1740 WEST TAYLOR ST, SUITE 1400",41.86966877,-87.67051537
COVINGTON - AMG REHABILITATION HOSPITAL,"5025 KEYSTONE BLVD, SUITE 200",30.41232152,-90.08086299
FORT DEFIANCE INDIAN HOSPITAL,"HWY 12 & BONITO DR, BLDG. FD 3002",35.75910876,-109.0484745
BRISTOW MEDICAL CENTER,"700 WEST 7TH AVENUE, SUITE 6",35.83402589,-96.40143787
PINNACLE SPECIALTY HOSPITAL,"2408 EAST 81ST STREET, SUITE 600",36.04293912,-95.95394971
SELECT SPECIALTY HOSPITAL - TULSA/MIDTOWN,"1125 SOUTH TRENTON, 2ND & 3RD FLOOR",36.14698819,-95.96938592
JOHNSON COUNTY HOSPITAL,202 HIGH ST,40.37967562,-96.19702289
OVERTON BROOKS VA MEDICAL CENTER,510 E STONER AVE,32.50303027,-93.722022
NORTHWEST TEXAS SURGERY CENTER,"3501 SONCY ROAD, SUITE 118",35.17365252,-101.9363756
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,"5656 BEE CAVES ROAD, STE M-302",30.29532138,-97.82458178
PLANO SURGICAL HOSPITAL,"2301 MARSH LANE, SUITE 100",33.03172907,-96.85401854
AD HOSPITAL EAST LLC,"12950 EAST FREEWAY, SUITE 100",29.77063353,-95.20029102
SELECT SPECIALTY HOSPITAL-CINCINNATI,"375 DIXMYTH AVE, 15TH FLOOR",39.14005438,-84.52080357
SELECT SPECIALTY HOSPITAL- NORTHEAST OHIO (CANTON CAMPUS),"1320 MERCY DR NW, RM 675",40.81224089,-81.39587193
BAYLOR EMERGENCY MEDICAL CENTER,"1975 ALPHA, SUITE 100",32.9140952,-96.44469769
BAYLOR EMERGENCY MEDICAL CENTER,"620 SOUTH MAIN, SUITE 100",32.92816374,-97.2547307
CARRUS SPECIALTY HOSPITAL,"1810 U.S. HIGHWAY 82 WEST, STE 200",33.66972557,-96.63438619
VIBRA HOSPITAL OF RICHARDSON,"401 WEST CAMPBELL ROAD, SUITE 300",32.97413807,-96.72711984
BEHAVIORAL HOSPITAL OF BELLAIRE,"5314 DASHWOOD, SUITE 200 & 300",29.70798221,-95.47341614
SAN ANTONIO STATE HOSPITAL,"6711 SOUTH NEW BRAUNFELS, SUITE 100",29.36013837,-98.45815054
TEXAS NEUROREHAB CENTER,"1106 WEST DITTMAR, BUILDING 15",30.18944156,-97.80627944
MEMORIAL HERMANN REHABILITATION HOSPITAL KATY,"21720 KINGSLAND BOULEVARD, 102",29.77576548,-95.74579933
SELECT SPECIALTY HOSPITAL - DES MOINES,"1111 6TH AVENUE, 4TH FLOOR",41.59887677,-93.62211382
CRESTWOOD PSYCHIATRIC HEALTH FACILITY 2,6700 EUCALYPTUS DR,35.36567811,-118.9297762
BUNKIE GENERAL HOSPITAL,"427 EVERGREEN ST, UNIT 29",30.95297863,-92.17627605
THE SPINE HOSPITAL OF LOUISANA,"10105 PARK ROWE CIR, STE 250",30.38027892,-91.09403416
IRWIN COUNTY HOSPITAL,710 NORTH IRWIN AVENUE,31.60338057,-83.25099895
CHILDREN'S HOSPITAL AT MISSION,27700 MEDICAL CENTER RD,33.56040427,-117.6658226
AURORA ST LUKES MEDICAL CENTER,"2900 W OKLAHOMA AVE, 5TH FLOOR GALLERIA BUILDING",42.98882817,-87.95025177
GRACIE SQUARE HOSPITAL,"420 E 76TH ST, 2ND, 3RD, 4TH & 5TH FLOORS",40.7697165,-73.95302135
UPMC PINNACLE HOSPITAL,409 SOUTH SECOND STREET,40.256883,-76.875824
SELECT SPECIALTY HOSPITAL - TRICITIES,"1 MEDICAL PARK BOULEVARD, 5TH FLOOR WEST",36.58524519,-82.25636647
NORTH CENTRAL SURGICAL CENTER,"9301 NORTH CENTRAL EXPRESSWAY, UNIT 100",32.87528905,-96.7713632
SELECT SPECIALTY HOSPITAL - LONGVIEW,"700 EAST MARSHALL AVENUE, 1ST FLOOR",32.50051191,-94.73066699
SELECT SPECIALTY HOSPITAL - KNOXVILLE,"1901 CLINCH AVENUE, 4TH FLOOR NORTH",35.95724587,-83.93669832
ALBANY MEDICAL CENTER,43 NEW SCOTLAND AVE,42.65340806,-73.77665746
ENCOMPASS HEALTH REHABILITATION HOSPITAL,"4500 13TH STREET, 3RD FLOOR",30.36741843,-89.11603598
KINDRED HOSPITAL DALLAS CENTRAL,"8050 MEADOW ROAD, FIRST FLOOR",32.8868949,-96.76738833
SOLARA HOSPITAL MCALLEN,"301 WEST EXPRESSWAY 83, 8TH FLOOR",26.18672847,-98.22582022
WILLIAM P. CLEMENTS JR. UNIVERSITY HOSPITAL,"6161 HARRY HINES BOULEVARD, SUITE 100",32.81896722,-96.84883749
SELECT SPECIALTY HOSPITAL - DALLAS (DOWNTOWN),"3500 GASTON AVENUE, 3RD AND 4TH FLOOR",32.79026509,-96.78029041
ALLEGIANCE BEHAVIORAL HEALTH CENTER OF PLAINVIEW,"2601 DIMMITT ROAD, FOURTH FLOOR",34.20654009,-101.7325911
KATE DISHMAN REHABILITATION HOSPITAL,"2830 CALDER STREET, 6TH FLOOR SOUTH",30.08690903,-94.13221625
CARRUS REHABILITATION HOSPITAL,"1810 WEST HIGHWAY 82, STE 100",33.66970891,-96.63515951
ACCEL REHABILITATION HOSPITAL OF PLANO,"2301 MARSH LANE, SUITE 200",33.03139595,-96.85435167
EL PASO SPECIALTY HOSPITAL,"1755 CURIE, SUITE A",31.78036759,-106.4776047
NORTH ALABAMA SPECIALTY HOSPITAL,"700 WEST MARKET ST, 2ND FLOOR",34.80424558,-86.9788726
CONTINUING CARE HOSPITAL,"1026 A AVENUE NE, 6TH FLOOR",41.98573741,-91.65971818
ASCENSION SACRED HEART HOSPITAL,"401 W MOHAWK DR, SUITE 100",45.48648033,-89.73397541
OCHSNER EXTENDED CARE HOSPITAL OF KENNER,"180 W ESPLANADE AVE, FL 5",30.02478542,-90.27185657
BEACON BEHAVIORAL HOSPITAL-NEW ORLEANS,"14500 HAYNE BLVD, STE 200",30.07134251,-89.94840267
"WELLSTAR ATLANTA MEDICAL CENTER , INC",1170 CLEVELAND AVE,33.68027171,-84.42689474
"PROMISE HOSPITAL OF BATON ROUGE, INC.","17000 MEDICAL CENTER DRIVE, 3RD FLOOR",30.44279574,-90.9998043
PIONEER SPECIALTY HOSPITAL,50 NORTH PERRY,42.63842741,-83.29099033
"SELECT SPECIALTY HOSPITAL - WYANDOTTE, LLC","2333 BIDDLE AVE, 8TH FLOOR",42.21012062,-83.14792003
"NOLAND HOSPITAL TUSCALOOSA, LLC","809 UNIVERSITY BLVD EAST, 4TH FLOOR",33.20517445,-87.52636438
SELECT SPECIALTY HOSP - COLUMBUS,"1087 DENNISON AVE, 1ST FL",39.9845986,-83.00883237
SELECT SPECIALTY HOSPITAL COLUMBUS EAST,"181 TAYLOR AVE, 6TH FLOOR",39.97079133,-82.96286372
TAHOE PACIFIC HOSPITALS-NORTH,"2375 E PRATER WAY, 7TH FLOOR",39.54109398,-119.6973502
STAMFORD HOSPITAL,"30 SHELBURNE ROAD, PO BOX 9317",41.05501669,-73.55312508
HAVEN BEHAVIORAL HOSPITAL OF DAYTON,"ONE ELIZABETH PLACE, E3",39.74773987,-84.19939762
BAYLOR EMERGENCY MEDICAL CENTER,"1776 NORTH US 287, SUITE 100",32.59672241,-97.14487705
CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER,"1900 PINE, 7TH FLOOR",32.47234716,-99.73327938
CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,"2830 CALDER AVENUE, 4TH FLOOR",30.08725677,-94.13292786
PAM SPECIALTY HOSPITAL OF LUFKIN,"1201 W FRANK AVE, 5TH AND 6TH FLOORS",31.33628998,-94.74084706
KINDRED HOSPITAL - SAN ANTONIO CENTRAL,"111 DALLAS STREET, 4TH FLOOR",29.43297807,-98.49220974
CHRISTUS SANTA ROSA HOSPITAL - ALAMO HEIGHTS,"403 TREELINE PARK, BUILDING 1",29.50580177,-98.47604764
ASPIRE HOSPITAL LLC,"2006 SOUTH LOOP 336 WEST, SUITE 500",30.28457402,-95.48004261
EATING RECOVERY CENTER,"4708 ALLIANCE BOULEVARD, THIRD FLOOR",33.01352063,-96.79205068
GARLAND BEHAVIORAL HOSPITAL,"2300 MARIE CURIE BLVD, 5TH FLOOR",32.91977573,-96.66210319
METHODIST AMBULATORY SURGERY HOSPITAL - NORTHWEST,"9150 HUEBNER ROAD, SUITE 100",29.52688039,-98.59497177
BIENVILLE MEDICAL CENTER,"1175 PINE ST, STE 200",32.55395515,-92.91309222
ST AGNES HOSPITAL,430 E DIVISON ST,43.77757679,-88.43096365
SELECT SPECIALTY HOSPITAL - DAYTONA BEACH,"301 MEMORIAL MEDICAL PARKWAY, 11TH FLOOR",29.24256233,-81.10741884
"BAPTIST HEALTH EXTENDED CARE HOSPITAL-LITTLE ROCK, INC.","9601 BAPTIST HEALTH DRIVE, 10TH FLOOR",34.7441789,-92.38121
CHRISTUS DUBUIS HOSPITAL OF HOT SPRINGS,"300 WERNER STREET, 3RD FLOOR",34.46805422,-93.0672341
RIVERVIEW BEHAVIORAL HEALTH,"701 ARKANSAS BOULEVARD, SUITE 300",33.46107002,-94.03409087
CORNERSTONE SPECIALTY HOSPITALS LITTLE ROCK,"2 ST VINCENT CIRCLE, 6TH FLOOR",34.75040053,-92.33858471
ENCOMPASS HEALTH REHAB HOSPITAL OF NE AT LOWELL,"1071 VARNUM AVENUE, GROUND FLOOR",42.64518936,-71.36692968
SELECT SPECIALTY HOSPITAL - MACOMB COUNTY,"215 NORTH AVE, SUITE 200",42.60644986,-82.88185513
INSTITUTE FOR ORTHOPEDIC SURGERY,"801 MEDICAL DRIVE, SUITE B",40.69717236,-84.087804
SELECT SPECIALTY HOSPITAL CENTRAL PENNSYLVANIA CAMP HILL,"503 NORTH 21ST STREET, 5TH FLOOR",40.25316194,-76.92235055
KINDRED HOSPITAL - DELAWARE COUNTY,"1500 LANSDOWNE AVENUE, 6TH FLOOR MSB",39.92473446,-75.26764194
HAVEN BEHAVIORAL SERVICES OF PHOENIX LLC,"1201 SOUTH 7TH AVENUE, SUITE 200",33.43563135,-112.0811756
"NEBRASKA SPINE HOSPITAL, LLC","6901 NORTH 72ND STREET, SUITE 20300",41.32205434,-96.02035632
PROMISE HOSPITAL OF VICKSBURG,"1111 FRONTAGE ROAD, 2ND FLOOR",32.31909412,-90.88172344
CENTRA SPECIALTY HOSPITAL,"3300 RIVERMONT AVENUE, KRISE 3",37.43825833,-79.18779398
EIELSON MEDICAL CLINIC,"2630 CENTRAL AVENUE, SUITE 1M07",64.67840671,-147.0926245
BAYLOR EMERGENCY MEDICAL CENTER,"511 FM 544, SUITE 100",33.01223393,-96.62435282
WILLS EYE HOSPITAL,"840 WALNUT STREET, 7TH FLOOR",39.94789309,-75.15489453
PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH,"506 EAST SAN ANTONIO STREET, 3RD FLOOR",28.80798268,-96.99883805
CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA,"500 W 4TH STREET, 4TH FLOOR",31.84545145,-102.3738874
LAFAYETTE GENERAL SURGICAL HOSPITAL,"1000 W PINHOOK RD, STE 100",30.20423601,-92.01458776
NAVAL HEALTH CLINIC CHERRY POINT,"BEAUFORT ROAD, BUILDING 4385",34.89516554,-76.9086764
OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SPECIALTY,"8100 SOUTH WALKER, SUITE C",35.38522663,-97.5189761
KINDRED REHABILITATION HOSPITAL ARLINGTON,"2601 WEST RANDOL MILL ROAD, UNIT 101",32.75605272,-97.14422496
SPECIALTY REHABILITATION HOSPITAL OF COUSHATTA,"1110 RINGGOLD AVE, STE B",32.02896214,-93.34052948
PROMISE HOSPITAL OF LOUISIANA-SHREVEPORT CAMPUS,"1800 IRVING PL, STE 100",32.49387067,-93.74488058
SELECT SPECIALTY HOSPITAL - NORTHWEST DETROIT,6071 W OUTER DR,42.41919547,-83.18318475
CENTRAL INDIANA AMG SPECIALTY HOSPITAL LLC,"2401 W UNIVERSITY AVE, 8TH FL",40.19674184,-85.41399145
KINDRED HOSPITAL NORTHWEST INDIANA,"5454 HOHMAN AVE, 5TH FL",41.61515732,-87.52307341
SELECT SPECIALTY HOSPITAL JOHNSTOWN,"320 MAIN STREET, THIRD FLOOR",40.30528349,-78.91992425
PAM SPECIALTY HOSPITAL OF WILKES-BARRE,"575 NORTH RIVER STREET, 7TH FLOOR",41.258485,-75.867262
BANNER GOOD SAMARITAN MEDICAL CENTER,"1300 NORTH 12TH STREET, SUITE 404",33.46288776,-112.0569976
REGENCY HOSPITAL OF NORTHWEST INDIANA,"4321 FIR ST, 4TH FL",41.63444669,-87.44782771
"HEALTHSOUTH/MAINE MEDICAL CENTER, LLC","335 BRIGHTON AVENUE, UNIT 201",43.66632199,-70.29186145
ST. BERNARD PARISH HOSPITAL,"8000 WEST JUDGE PEREZ DRIVE, STE 1600",29.95471258,-89.98922197
SHELTERING ARMS HOSPITAL SOUTH,"13700 ST. FRANCIS BOULEVARD, SUITE 400",37.46680815,-77.65896759
ST. CATHERINE OF SIENA MEDICAL CENTER,"50 ROUTE, 25 A",40.86850019,-73.22299673
"SELECT SPECIALTY HOSPITAL - FORT SMITH, INC.","1001 TOWSON AVENUE, SIXTH FLOOR",35.37501657,-94.41973301
CHRISTUS DUBUIS HOSPITAL OF FORT SMITH,"7301 ROGERS AVENUE, 4TH FLOOR",35.35586935,-94.35252746
ENCOMPASS HEALTH NEW ENGLAND REHABILIATION AT BEVERLY,"800 CUMMINGS CENTER, 1ST FL, UNIT 147",42.56098687,-70.88723563
SELECT SPECIALTY HOSPITAL - FLINT,"401 S BALLENGER, 5TH FLOOR",43.01443915,-83.73287925
SELECT SPECIALTY HOSPITAL - PONTIAC,"44405 WOODWARD AVENUE, 7TH & 8TH FLOORS",42.61403776,-83.2768158
SELECT SPECIALTY HOSPITAL - MUSKEGON,"1700 CLINTON STREET, 2 SOUTH AND 3 SOUTH FLOORS",43.22342175,-86.24225523
SELECT SPECIALTY HOSPITAL - BATTLE CREEK,"300 NORTH AVENUE, 6TH FLOOR",42.33063594,-85.17934505
ST JOHN'S EPISCOPAL HOSPITAL SOUTH SHORE,"700 HICKSVILLE RD, STE 210",40.73923372,-73.4945666
VA MEDICAL CENTER - CASTLE POINT CAMPUS,"100 NEW YORK, 9D",41.54362128,-73.96337745
SELECT SPECIALTY HOSPITAL - SAGINAW,"1447 N HARRISON, 7TH & 8TH FLOOR",43.42865411,-83.95594314
SELECT SPECIALTY HOSPITAL - ANN ARBOR,"5301 E HURON RIVER DR, 7TH FL",42.26389636,-83.65542107
SELECT SPECIALTY HOSPITAL-MIAMI,"955 NW 3RD ST, 8TH FLOOR",25.77684554,-80.21063654
ASHTABULA CO. MEDICAL CENTER GLENBEIGH,2863 STATE ROUTE 45,41.67264815,-80.85929035
OHIOHEALTH REHABILITATION HOSPITAL,"1087 DENNISON AVENUE, 4TH FLOOR",39.98392759,-83.00888947
SHORE REHABILITATION INSTITUTE,"425 JACK MARTIN BOULEVARD, SECOND FLOOR EAST WING",40.07768856,-74.13139039
CARE ONE AT HUMC PASCACK VALLEY,"250 OLD HOOK ROAD, FOURTH FLOOR",40.9855294,-74.01502132
SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO,"2000 TAMARACK ROAD, 2ND FLOOR",40.04255936,-82.46466179
MADONNA REHABILITATION SPECIALTY HOSPITAL,"2500 BELLEVUE MEDICAL CENTER DRIVE, 4TH FLOOR",41.1374108,-95.94789084
REGENCY HOSPITAL OF HATTIESBURG,"6051 U.S. HWY 49, 5TH FLOOR",31.31873935,-89.33038891
WHITFIELD MEDICAL/SURGICAL HOSPITAL,"OAK CIRCLE, BUILDING 60",32.24565481,-90.06618747
HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,"5400 GIBSON BOULEVARD SE, 4TH FLOOR",35.05783299,-106.5818387
ST. JOSEPH WARREN HOSPITAL MAIN CAMPUS,667 EASTLAND AVE SE,41.23044775,-80.7770839
SONORA BEHAVIORAL HEALTH HOSPITAL,"6050 NORTH CORONA RD, SUITE 3",32.31676456,-111.0073363
MINDEN FAMILY MEDICINE AND COMPLETE CARE,"1649 LUCERNE ST, UNIT A & B",38.95780718,-119.771924
HAMILTON MEMORIAL HOSPITAL,611 S MARSHALL AVENUE,38.08685199,-88.5405041
MARSHALL BROWNING HOSPITAL,900 NORTH WASHINGTON STREET,38.02526846,-89.23647497
FERRELL HOSPITAL COMMUNITY FOUNDATIONS,1201 PINE STREET,37.81551045,-88.44217154
PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,41.36691304,-89.45585736
HOPEDALE HOSPITAL,107 TREMONT STREET,40.41841146,-89.41756224
SPARTA COMMUNITY HOSPITAL,818 E BROADWAY,38.12411499,-89.69153853
MCDONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,40.44716561,-90.66440647
ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE,35.46674418,-97.39394091
INTEGRIS DEACONESS,5501 NORTH PORTLAND AVENUE,35.52690674,-97.58413106
NORTHWESTERN MEDICINE WOODSTOCK HOSPITAL,3701 DOTY ROAD,42.27559742,-88.40080442
SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,35.75246381,-95.40615256
LINDSAY MUNICIPAL HOSPITAL,1305 WEST CHEROKEE,34.83899678,-97.62624442
EDWARD HOSPITAL,801 SOUTH WASHINGTON ST,41.76096564,-88.14998473
COMMUNITY MEMORIAL HOSPITAL,111 WEST 10TH AVENUE,44.87156665,-98.52092234
PAM SPECIALTY HOSPITAL OF TULSA,3219 SOUTH 79TH EAST AVENUE,36.11481974,-95.89049311
HURON REGIONAL MEDICAL CENTER,172 FOURTH STREET SOUTHEAST,44.36153118,-98.21105963
FRANKLIN HOSPITAL,201 BAILEY LANE,38.01010378,-88.91821519
CLAY COUNTY HOSPITAL,911 STACY BURK DRIVE,38.68085081,-88.47281706
LAWRENCE COUNTY MEMORIAL HOSPITAL,2200 W STATE ST,38.72861518,-87.69387325
COMMUNITY HOSPITAL,3100 SW 89TH S,35.37591091,-97.57053353
CARLINVILLE AREA HOSPITAL,20733 N BROAD STREET,39.29940984,-89.88307566
PROVIDENCE SEWARD MEDICAL CENTER,417 1ST AVENUE,60.10502011,-149.4464255
WRANGELL MEDICAL CENTER,310 BENNET STREET,56.47178239,-132.3758039
MACON COMMUNITY HOSPITAL,204 MEDICAL DRIVE,36.5197015,-86.02629396
DELTA SPECIALTY HOSPITAL,3000 GETWELL ROAD,35.06706746,-89.93115119
BEEBE MEDICAL CENTER,424 SAVANNAH RD,38.77176047,-75.14326767
JACKSON - MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,35.63673266,-88.83178969
SISKIN HOSPITAL FOR PHYSICAL REHABILITATION,ONE SISKIN PLAZA,35.05036361,-85.29159691
ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL ROAD,45.74313397,-108.6046346
ST. FRANCIS HOSPITAL,701 N CLAYTON ST,39.74986894,-75.56687351
PERRY COMMUNITY HOSPITAL,2718 SQUIRREL HOLLOW DRIVE,35.59232333,-87.86375527
COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,36.16932679,-85.50876258
WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL,616 WEST FORREST AVENUE,35.63487668,-88.82842037
KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,37.72429664,-97.14730746
ADVANTHEALTH OTTAWA RANSOM MEMORIAL HOSPITAL,1301 S MAIN STREET,38.59634996,-95.26761714
LOGAN COUNTY HOSPITAL,211 CHERRY AVENUE,39.12710091,-100.8629543
NESS COUNTY HOSPITAL,312 CUSTER STREET,38.45825339,-99.90164077
ST CATHERINE HOSPITAL,401 EAST SPRUCE,37.96986655,-100.8683878
SUMMIT SURGICAL LLC,1818 EAST 23RD AVENUE,38.08021601,-97.88850527
CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,21.38097936,-157.7578005
PROFESSIONAL HOSP INC - MANATI,PR-2 KM 49.5 INTERSECCION 685,18.42993074,-66.4938181
HOSP SAN ANTONIO INC,CALLE POST 18 NORTE,18.20324168,-67.14102334
F. W. HUSTON MEDICAL CENTER,408 DELAWARE ST,39.32589198,-95.27016568
GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,39.06757357,-100.2407159
STAFFORD COUNTY HOSPITAL,502 S BUCKEYE,37.95668332,-98.59544381
THE KANSAS REHABILITATION HOSPITAL,1504 SW 8TH AVENUE,39.05486809,-95.69476647
WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,37.24516807,-96.98210155
SUMNER COMMUNITY HOSPITAL,1323 NORTH A ST,37.27864521,-97.39297897
HOSP METROPOLITANO DE SAN GERMAN,CALLE JAVILLA AL COSTADO PARQUE DE BOMBAS,18.08263306,-67.0400489
HOSP INDUSTRIAL C.F.S.E.,PUERTO RICO MEDICAL CENTER,18.3945986,-66.07313195
HOSP PAVIA SANTURCE,1462 ASIA STREET,18.44465487,-66.06956059
CPC HOSP SAN JUAN CAPESTRANO,CARR PR-877 KM 1.6 CAMINO LAS LOMAS,18.38458886,-66.02236135
HOSP MUNICIPAL DE SAN JUAN DR RAFAEL LOPEZ NUSSA,CENTRO MEDICO,18.39503548,-66.07465243
CENTRO DE SALUD COMUNAL DE CULEBRA,C/WILLIAM FONT FINAL,18.30325462,-65.30236436
NORTON HEALTHCARE PAVILION,315 EAST BROADWAY,38.24600518,-85.74871854
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"4007 EST DIAMOND RUBY, CHRISTIANSTED",17.733195,-64.751478
COMMONWEALTH HEALTH CENTER,"NAVY HILL ROAD, PO BOX 409CK",15.21163444,145.7244724
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 WEST RANDOL MILL ROAD,32.74889729,-97.11581999
